lemma,pos,cefr_level,frequency_rank
электронный,adj,A2,1235
морской,adj,A2,1236
нарушение,n,B2,1237
ужас,n,B2,1238
акт,n,C1,1239
содержать,v,B2,1240
учить,v,A1,1241
инструмент,n,B1,1242
лидер,n,B1,1243
комитет,n,B2,1244
фигура,n,B1,1245
отсюда,adv,A2,1246
пост,n,C1,1247
лагерь,n,B1,1248
след,n,B2,1249
улыбаться,v,A2,1250
оставлять,v,B1,1251
собственность,n,B2,1252
раздел,n,B1,1253
реальность,n,B2,1254
потеря,n,B2,1255
зима,n,A1,1256
экран,n,A1,1257
милый,adj,B1,1258
традиционный,adj,B2,1259
здравствовать,v,A1,1260
в результате,mwe,B2,1261
переход,n,A1,1262
поздно,adv,A2,1263
кровать,n,A1,1264
урок,n,A1,1265
секс,n,B1,1266
родина,n,A1,1267
вино,n,A1,1268
комплекс,n,B2,1269
зона,n,B2,1270
колено,n,B1,1271
звучать,v,A2,1272
коллега,n,B1,1273
бедный,adj,A1,1274
появление,n,B2,1275
издание,n,B2,1276
резко,adv,B2,1277
поговорить,v,B2,1278
еврей,n,B1,1279
нечего,adv,B2,1280
бюджет,n,B2,1281
редко,adv,A2,1282
разговаривать,v,A2,1283
учет,n,B2,1284
князь,n,C2,1285
этаж,n,A1,1286
честь,n,B2,1287
признак,n,B1,1288
требоваться,v,B1,1289
замечательный,adj,B2,1290
истина,n,C1,1291
плакать,v,A2,1292
потребность,n,B1,1293
долг,n,B2,1294
храм,n,B2,1295
заходить,v,B1,1296
опасность,n,A2,1297
объяснять,v,A1,1298
депутат,n,B1,1299
выбирать,v,A1,1300
предполагать,v,B2,1301
глубина,n,B1,1302
приказ,n,B2,1303
категория,n,B2,1304
полет,n,A2,1305
горячий,adj,A1,1306
строить,v,A2,1307
администрация,n,B1,1308
эффект,n,B2,1309
лететь,v,A2,1310
торговый,adj,B1,1311
описание,n,B1,1312
риск,n,B2,1313
лошадь,n,A2,1314
коридор,n,A2,1315
подруга,n,A1,1316
партнер,n,B1,1317
капитал,n,B2,1318
исключение,n,A2,1319
конкурс,n,A2,1320
схема,n,B2,1321
ночной,adj,A2,1322
разница,n,B1,1323
весна,n,A1,1324
черта,n,B1,1325
возле,adpos,B2,1326
тридцать,num,A1,1327
красота,n,B1,1328
рыба,n,A1,1329
глубоко,adv,A2,1330
суметь,v,B1,1331
опубликовать,v,B2,1332
точный,adj,B1,1333
аппарат,n,B2,1334
трубка,n,B1,1335
говориться,v,C1,1336
восточный,adj,B1,1337
садиться,v,A2,1338
ключ,n,A1,1339
знаменитый,adj,B1,1340
теплый,adj,A1,1341
фамилия,n,A1,1342
включать,v,A1,1343
захотеть,v,A1,1344
открытие,n,B1,1345
чудо,n,B2,1346
заключаться,v,B2,1347
полк,n,C1,1348
кресло,n,A1,1349
друг друга,mwe,A2,1350
напротив,adv,A2,1351
обращение,n,A2,1352
тихий,adj,A2,1353
менять,v,A2,1354
чей,pron,A2,1355
восемь,num,A1,1356
серый,adj,A1,1357
присутствовать,v,B1,1358
научиться,v,A2,1359
министерство,n,B2,1360
неожиданно,adv,B1,1361
кино,n,A1,1362
медицинский,adj,A2,1363
налог,n,B1,1364
штат,n,B2,1365
железный,adj,B2,1366
сведение,n,C1,1367
культурный,adj,B1,1368
конфликт,n,B2,1369
предыдущий,adj,B1,1370
середина,n,A2,1371
мертвый,adj,B1,1372
подарок,n,A1,1373
забывать,v,A1,1374
прекрасно,adv,A1,1375
расчет,n,B2,1376
ранний,adj,B1,1377
запах,n,A2,1378
замечать,v,B1,1379
ездить,v,A2,1380
терять,v,A2,1381
пожалуй,adv,C2,1382
торговля,n,B1,1383
камера,n,B1,1384
тайна,n,B1,1385
преступление,n,B2,1386
столица,n,A1,1387
выполнение,n,C1,1388
эпоха,n,C1,1389
больница,n,A1,1390
выставка,n,A2,1391
выпуск,n,B2,1392
литературный,adj,B2,1393
ссылка,n,B2,1394
понятно,adv,A1,1395
еще раз,mwe,A1,1396
уважение,n,B1,1397
последствие,n,B2,1398
буква,n,A1,1399
изображение,n,B2,1400
творческий,adj,B1,1401
фон,n,B2,1402
учебный,adj,A2,1403
материальный,adj,B2,1404
деталь,n,B2,1405
похоже,adv,C1,1406
заключение,n,B2,1407
вес,n,A2,1408
автобус,n,A1,1409
воспоминание,n,B1,1410
просьба,n,A2,1411
радио,n,A2,1412
человечество,n,B1,1413
корпус,n,B2,1414
вкус,n,A2,1415
следить,v,B2,1416
миллиард,num,A2,1417
заседание,n,B2,1418
недостаток,n,B1,1419
приносить,v,A1,1420
заранее,adv,B1,1421
держаться,v,B1,1422
отделение,n,B2,1423
перспектива,n,C1,1424
конференция,n,B2,1425
разрешение,n,B1,1426
спасти,v,B1,1427
мощный,adj,B1,1428
тяжело,adv,A1,1429
готовить,v,A1,1430
эффективный,adj,B1,1431
угроза,n,B2,1432
обед,n,A1,1433
производить,v,B1,1434
переходить,v,A1,1435
изучение,n,B1,1436
обеспечивать,v,B2,1437
заставлять,v,B2,1438
подниматься,v,A2,1439
вход,n,A1,1440
в целом,adv,B2,1441
сорок,num,A1,1442
отряд,n,B2,1443
скажем,adv,B2,1444
поступать,v,A2,1445
нижний,adj,A2,1446
южный,adj,B1,1447
газ,n,A2,1448
четвертый,num,A2,1449
печать,n,B1,1450
водка,n,A1,1451
дед,n,B2,1452
телевизор,n,A1,1453
беседа,n,B2,1454
повышение,n,B1,1455
крыша,n,A2,1456
звонок,n,A2,1457
продолжаться,v,B1,1458
контакт,n,B2,1459
истинный,adj,B2,1460
неужели,particle,B2,1461
дама,n,C1,1462
мягкий,adj,A1,1463
уважаемый,adj,A2,1464
творчество,n,B1,1465
художественный,adj,B1,1466
сутки,n,B1,1467
честно,adv,A2,1468
лет назад,mwe,A2,1469
ресурс,n,B2,1470
поверхность,n,B2,1471
свойство,n,B2,1472
доступ,n,B1,1473
вечный,adj,B2,1474
брак,n,B1,1475
стекло,n,A2,1476
мероприятие,n,B1,1477
обсуждение,n,B1,1478
установка,n,B2,1479
случайно,adv,B2,1480
бороться,v,B1,1481
мужской,adj,A1,1482
гореть,v,A2,1483
лишний,adj,B2,1484
связанный,adj,B2,1485
реформа,n,B2,1486
задание,n,A1,1487
встречать,v,A2,1488
билет,n,A1,1489
свежий,adj,A2,1490
обязанность,n,B1,1491
расход,n,B2,1492
ведущий,n,C1,1493
повторять,v,A1,1494
отечественный,adj,B2,1495
владелец,n,B2,1496
оборудование,n,B2,1497
беда,n,B2,1498
сообщать,v,B1,1499
впереди,adv,A2,1500
немедленно,adv,B1,1501
должно,adv,B2,1502
крик,n,B2,1503
семейный,adj,A2,1504
дядя,n,A1,1505
показатель,n,B2,1506
указывать,v,B1,1507
развиваться,v,B2,1508
формирование,n,B2,1509
сигнал,n,B2,1510
китай,n prop,A1,1511
исходить,v,B2,1512
трава,n,A2,1513
лечение,n,B1,1514
ящик,n,A2,1515
учреждение,n,C1,1516
замок,n,B1,1517
воздействие,n,B2,1518
стул,n,A1,1519
слегка,adv,B2,1520
светлый,adj,A1,1521
учитывать,v,B2,1522
обстановка,n,B1,1523
соответственно,adv,C1,1524
сказка,n,A2,1525
расстояние,n,A2,1526
зло,adv,A2,1527
набор,n,B2,1528
шум,n,B1,1529
спокойный,adj,B1,1530
цифра,n,A2,1531
веселый,adj,A2,1532
мол,adv,C2,1533
диск,n,A2,1534
удобный,adj,A2,1535
меняться,v,B2,1536
кофе,n,A1,1537
шея,n,B1,1538
как правило,mwe,C1,1539
по крайней мере,mwe,B2,1540
ранее,adv,B2,1541
американец,n,A1,1542
шанс,n,B2,1543
книжка,n,A1,1544
игрок,n,B1,1545
готовиться,v,B1,1546
действительность,n,C1,1547
чтение,n,A1,1548
лестница,n,A2,1549
лодка,n,B1,1550
продавать,v,A2,1551
вне,adpos,B2,1552
собирать,v,B1,1553
давление,n,B2,1554
потребитель,n,B2,1555
убийство,n,B1,1556
религиозный,adj,B2,1557
кусок,n,A2,1558
стратегия,n,C2,1559
достоинство,n,B1,1560
постель,n,A2,1561
серия,n,B1,1562
верхний,adj,A2,1563
процедура,n,B2,1564
исключительно,adv,B2,1565
основное,n,B1,1566
кадр,n,B1,1567
штаб,n,C1,1568
вставать,v,A2,1569
выступление,n,B1,1570
малыш,n,A2,1571
еда,n,A1,1572
милиция,n,A1,1573
ожидание,n,B1,1574
господь,n,C2,1575
изучать,v,B1,1576
философия,n,B2,1577
смех,n,A2,1578
громко,adv,A1,1579
жизненный,adj,B2,1580
многочисленный,adj,B2,1581
узкий,adj,A2,1582
ценный,adj,B1,1583
блок,n,B2,1584
чиновник,n,B2,1585
водитель,n,A1,1586
страдать,v,B1,1587
оттуда,adv,A2,1588
концепция,n,B2,1589
острый,adj,B1,1590
мост,n,A2,1591
поездка,n,A2,1592
компьютерный,adj,A2,1593
разум,n,B2,1594
угодно,adv,C2,1595
тишина,n,A2,1596
субъект,n,A1,1597
в частности,adv,B2,1598
слух,n,B1,1599
далекий,adj,A2,1600
благо,n,B2,1601
покупатель,n,A2,1602
осень,n,A1,1603
увеличение,n,B1,1604
удивительный,adj,B1,1605
танк,n,C1,1606
должность,n,B2,1607
зарплата,n,A2,1608
обращать,v,C1,1609
родственник,n,B1,1610
привет,excl,A1,1611
зритель,n,A2,1612
пакет,n,A2,1613
только что,mwe,B1,1614
в рамках,mwe,B2,1615
судья,n,B2,1616
мечтать,v,A2,1617
странно,adv,A2,1618
ресторан,n,A2,1619
плата,n,A2,1620
раньше,adv,A2,1621
за счет,mwe,B2,1622
законодательство,n,B2,1623
луна,n prop,A2,1624
крайне,adv,C1,1625
охрана,n,B1,1626
публикация,n,B2,1627
обсуждать,v,B1,1628
наверняка,particle,C2,1629
логика,n,B2,1630
специально,adv,B1,1631
приезжать,v,A2,1632
проводиться,v,B2,1633
синий,adj,A1,1634
сущность,n,C2,1635
отдавать,v,A2,1636
проверка,n,A2,1637
следствие,n,B2,1638
зеркало,n,A2,1639
вдоль,adpos,C1,1640
конечный,adj,B2,1641
обратный,adj,A2,1642
ладонь,n,B1,1643
строка,n,A2,1644
жесткий,adj,B1,1645
дальний,adj,B1,1646
ворота,n,B2,1647
чисто,adv,A2,1648
передавать,v,B1,1649
мечта,n,B1,1650
питание,n,B1,1651
прибыль,n,B2,1652
файл,n,B1,1653
флот,n,B2,1654
интересовать,v,B1,1655
религия,n,B2,1656
божий,adj,B2,1657
плюс,n,A2,1658
кошка,n,A1,1659
характерный,adj,B2,1660
толстый,adj,A2,1661
общаться,v,B1,1662
пятый,num,A2,1663
важно,adv,A1,1664
висеть,v,A2,1665
способствовать,v,C1,1666
ужасный,adj,B1,1667
заказ,n,B1,1668
отличный,adj,A2,1669
запас,n,B2,1670
исполнение,n,B2,1671
крыло,n,B1,1672
когда-то,adv,B1,1673
редактор,n,B2,1674
тон,n,B2,1675
оборона,n,B2,1676
дума,n,B1,1677
полковник,n,C1,1678
соседний,adj,A2,1679
заместитель,n,B2,1680
достойный,adj,C1,1681
кризис,n,B2,1682
спешить,v,B1,1683
спор,n,B1,1684
делаться,v,B2,1685
озеро,n,B1,1686
дикий,adj,B1,1687
термин,n,B2,1688
круглый,adj,A1,1689
дно,n,B1,1690
по-прежнему,adv,C2,1691
младший,adj,A2,1692
вряд ли,mwe,B2,1693
сми,abbr,B1,1694
принятие,n,B2,1695
эксперт,n,B2,1696
характеристика,n,B2,1697
попадать,v,B2,1698
совместный,adj,B2,1699
тепло,adv,A1,1700
следовательно,adv,B2,1701
север,n,A1,1702
индивидуальный,adj,B2,1703
темнота,n,B1,1704
дыхание,n,B2,1705
концерт,n,A2,1706
минимум,n,B1,1707
эксперимент,n,B2,1708
региональный,adj,B2,1709
пища,n,B2,1710
переговоры,n,B2,1711
агентство,n,B1,1712
интервью,n,B1,1713
умирать,v,A1,1714
сходить,v,B1,1715
крепкий,adj,B1,1716
покупка,n,A1,1717
генеральный,adj,C1,1718
погода,n,A1,1719
ограничение,n,B2,1720
воспитание,n,B1,1721
христос,n prop,B1,1722
сюжет,n,B2,1723
китайский,adj,A1,1724
тенденция,n,C1,1725
голубой,adj,A1,1726
грех,n,B2,1727
присутствие,n,B1,1728
производитель,n,B2,1729
шутка,n,A1,1730
молодежь,n,B1,1731
атака,n,B2,1732
регистрация,n,A1,1733
окончание,n,A2,1734
доклад,n,B1,1735
клетка,n,B2,1736
летчик,n,C1,1737
кандидат,n,B2,1738
везде,adv,A2,1739
символ,n,B2,1740
практический,adj,B2,1741
перевести,v,A1,1742
нуждаться,v,B2,1743
непосредственно,adv,C1,1744
сексуальный,adj,B1,1745
несчастный,adj,A2,1746
неизвестный,adj,B1,1747
слой,n,B2,1748
музыкальный,adj,A1,1749
помимо,adpos,C1,1750
назначение,n,B2,1751
положительный,adj,B1,1752
смена,n,B2,1753
мясо,n,A1,1754
парк,n,A2,1755
видный,adj,B2,1756
статус,n,C1,1757
тюрьма,n,B2,1758
полтора,num,A2,1759
наблюдение,n,B2,1760
психологический,adj,B2,1761
поднимать,v,A2,1762
болеть,v,A1,1763
фактически,adv,B2,1764
глупый,adj,A2,1765
в связи,mwe,B1,1766
представляться,v,A2,1767
преимущество,n,B2,1768
соглашение,n,B2,1769
задний,adj,A2,1770
доступный,adj,B2,1771
предстоять,v,B2,1772
куча,n,B2,1773
задавать,v,A1,1774
осторожно,adv,A1,1775
устраивать,v,C1,1776
покой,n,C1,1777
бок,n,A1,1778
добро,n,A2,1779
независимый,adj,B1,1780
объяснение,n,A2,1781
солнечный,adj,B1,1782
трудность,n,B1,1783
дурак,n,B1,1784
сотрудничество,n,B1,1785
площадка,n,B1,1786
конь,n,B1,1787
единица,n,B1,1788
путешествие,n,A2,1789
классический,adj,B1,1790
честный,adj,A2,1791
как будто,mwe,B1,1792
кот,n,A2,1793
существенный,adj,B2,1794
