lemma,pos,frequency_rank,cefr_level,notes
соперник,n,4811,B2,
экспорт,n,4812,B2,
вспышка,n,4813,B2,
конституционный,adj,4814,B2,
стабильность,n,4815,B2,
сиденье,n,4816,B2,
нищий,n,4817,B2,
альтернативный,adj,4818,B2,
инспектор,n,4819,B2,
функциональный,adj,4820,B2,
интерпретация,n,4821,B2,
рациональный,adj,4822,B2,
железо,n,4823,B2,
постройка,n,4824,B2,
целевой,adj,4825,B2,
разнообразие,n,4826,B2,
администратор,n,4827,B2,
отверстие,n,4828,B2,
экспертиза,n,4829,B2,
гордый,adj,4830,B2,
строение,n,4831,B2,
покончить,v,4832,B2,
крутить,v,4833,B2,
стремительно,adv,4834,B2,
прислушиваться,v,4835,B2,
потомок,n,4836,B2,
операционный,adj,4837,B2,
предусматривать,v,4838,B2,
любовный,adj,4839,B2,
непрерывный,adj,4840,B2,
панель,n,4841,B2,
печатный,adj,4842,b2,
интеллигенция,n,4843,b2,
патрон,n,4844,B2,
магический,adj,4845,B2,
приступ,n,4846,B2,
гениальный,adj,4847,B2,
печаль,n,4848,B2,
опора,n,4849,B2,
освещение,n,4850,B2,
пейзаж,n,4851,B2,
боевик,n,4852,B2,
заглядывать,v,4853,B2,
речка,n,4854,B2,
совокупность,n,4855,B2,
торговец,n,4856,b2,
драка,n,4857,B2,
космонавт,n,4858,B2,
фашистский,adj,4859,B2,
земельный,adj,4860,B2,
стесняться,v,4861,B2,
мысленно,adv,4862,B2,
порыв,n,4863,B2,
солидный,ADJ,4864,B2,
кошмар,n,4865,B2,
обновление,n,4866,B2,
композиция,n,4867,B2,
интеграция,n,4868,B2,
гуманитарный,adj,4869,B2,
хитрый,adj,4870,B2,
диапазон,n,4871,B2,
выделение,n,4872,B2,
прыжок,n,4873,B2,
уголь,n,4874,B2,
наносить,v,4875,B2,
периодически,adv,4876,B2,
как известно,mwe,4877,B2,
ярость,n,4878,B2,
сверкать,v,4879,B2,
повреждение,n,4880,B2,
топор,n,4881,B2,
изнутри,adv,4882,b2,
ес,n prop,4883,B2,
часовой,n,4884,B2,
заработный,adj,4885,B2,
современник,n,4886,B2,
пар,n,4887,B2,
вена,n,4888,B2,
отпускать,v,4889,B2,
коммунизм,n,4890,B2,
ни разу не,mwe,4891,b2,
ник,n,4892,B2,
разряд,n,4893,B2,
вкладывать,v,4894,B2,
любовник,n,4895,B2,
зафиксировать,v,4896,B2,
радовать,v,4897,B2,
неподалеку,adv,4898,B2,
принцесса,n,4899,B2,
сосуд,n,4900,b2,
самоуправление,n,4901,B2,
сырой,ADJ,4902,B2,
трагический,adj,4903,B2,
психика,n,4904,B2,
чувствоваться,v,4905,B2,
орел,n,4906,B2,
плотно,adv,4907,B2,
портал,n,4908,B2,
реплика,n,4909,B2,
уничтожать,v,4910,B2,
некуда,adv,4911,B2,
инфраструктура,n,4912,B2,
сессия,n,4913,B2,
верующий,n,4914,B2,
телеграмма,n,4915,B2,
вечность,n,4916,B2,
организационный,adj,4917,B2,
тренинг,n,4918,B2,
наивный,adj,4919,B2,
ознакомиться,v,4920,B2,
дефицит,n,4921,B2,
залив,n,4922,B2,
отчетливо,adv,4923,B2,
рваться,v,4924,B2,
обходиться,v,4925,B2,
крестьянский,adj,4926,B2,
годиться,v,4927,B2,
изобретение,n,4928,B2,
обучать,v,4929,B2,
алгоритм,n,4930,B2,
заключенный,n,4931,B2,
относительный,adj,4932,B2,
кирпич,n,4933,B2,
работодатель,n,4934,B2,
убеждать,v,4935,B2,
невозможность,n,4936,B2,
пропускать,v,4937,B2,
тропа,n,4938,B2,
механический,adj,4939,B2,
раздражение,n,4940,B2,
инфляция,n,4941,B2,
потянуться,v,4942,B2,
грубо,adv,4943,B2,
внезапный,adj,4944,B2,
дожидаться,v,4945,B2,
всюду,adv,4946,B2,
шептать,v,4947,B2,
гнездо,n,4948,B2,
модернизация,n,4949,B2,
барьер,n,4950,B2,
митинг,n,4951,B2,
сознательный,adj,4952,B2,
поэма,n,4953,B2,
ранг,n,4954,B2,
коррупция,n,4955,B2,
госдума,n prop,4956,B2,
превращать,v,4957,B2,
упорно,adv,4958,B2,
буря,n,4959,B2,
аналитик,n,4960,B2,
огонек,n,4961,B2,
разрабатывать,v,4962,B2,
фильтр,n,4963,B2,
должный,adj,4964,B2,
ерунда,n,4965,B2,
не менее,mwe,4966,B2,
мужество,n,4967,B2,
задержка,n,4968,B2,
физик,n,4969,B2,
физически,adv,4970,B2,
стабильный,adj,4971,B2,
сопротивляться,v,4972,B2,
гладкий,adj,4973,B2,
призрак,n,4974,B2,
условный,adj,4975,B2,
захватывать,v,4976,B2,
таможенный,adj,4977,B2,
по-разному,adv,4978,B2,
продолжительность,n,4979,B2,
супер,adj,4980,B2,
публиковать,v,4981,B2,
депрессия,n,4982,B2,
энергетика,n,4983,B2,
справляться,v,4984,B2,
фокус,n,4985,B2,
обозначать,v,4986,B2,
болтать,v,4987,B2,
отражаться,v,4988,B2,
болезненный,adj,4989,B2,
если бы не,mwe,4990,B2,
регулировать,v,4991,B2,
ось,n,4992,B2,
плоскость,n,4993,B2,
раскрывать,v,4994,b2,
дистанция,n,4995,B2,
годовой,adj,4996,B2,
обследование,n,4997,B2,
видимый,adj,4998,B2,
в действительности,mwe,4999,B2,
делегация,n,5000,B2,
комбинация,n,5001,B2,
зависть,n,5002,B2,
роскошный,adj,5003,B2,
потребительский,adj,5004,B2,
парламентский,adj,5005,b2,
решетка,n,5006,B2,
экономист,n,5007,B2,
деревенский,adj,5008,B2,
функционирование,n,5009,B2,
вольный,adj,5010,B2,
пропадать,n,5011,B2,
специализированный,adj,5012,B2,
ручей,n,5013,B2,
ген,n,5014,B2,
включение,n,5015,B2,
новичок,n,5016,B2,
преступный,adj,5017,B2,
издавать,v,5018,B2,
рубрика,n,5019,B2,
драма,n,5020,B2,
концентрация,n,5021,B2,
в любом случае,mwe,5022,B2,
командировка,n,5023,B2,
комплексный,adj,5024,b2,
стальной,adj,5025,B2,
щель,n,5026,B2,
простота,n,5027,b2,
ограничивать,v,5028,B2,
рог,n,5029,B2,
заключать,v,5030,B2,
возврат,n,5031,B2,
напрямую,adv,5032,B2,
армейский,adj,5033,B2,
упаковка,n,5034,B2,
неизменный,adj,5035,B2,
ликвидация,n,5036,B2,
абстрактный,adj,5037,B2,
перевозка,n,5038,B2,
неудачный,adj,5039,B2,
сырье,n,5040,B2,
сюрприз,n,5041,B2,
похороны,n,5042,B2,
менеджмент,n,5043,B2,
огненный,adj,5044,B2,
аналитический,adj,5045,B2,
паника,n,5046,B2,
ручной,adj,5047,B2,
академический,adj,5048,B2,
мат,n,5049,B2,
колебаться,v,5050,B2,
сходство,n,5051,B2,
осмотр,n,5052,B2,
этнический,adj,5053,B2,
обожать,v,5054,B2,
новейший,adj,5055,B2,
симпатия,n,5056,B2,
примитивный,adj,5057,B2,
коэффициент,n,5058,B2,
материнский,adj,5059,B2,
напрасно,adv,5060,B2,
влажный,adj,5061,B2,
опускаться,v,5062,B2,
отвратительный,adj,5063,B2,
верность,n,5064,B2,
импульс,n,5065,B2,
сгореть,v,5066,B2,
боковой,adj,5067,B2,
откровенный,adv,5068,B2,
качать,v,5069,B2,
убитый,adj,5070,B2,
череп,n,5071,B2,
ит,ABBR,5072,B2,
убыток,n,5073,B2,
легкость,n,5074,B2,
обнимать,v,5075,B2,
энтузиазм,n,5076,B2,
допрос,n,5077,B2,
отклонение,n,5078,B2,
архитектор,n,5079,B2,
урожай,n,5080,B2,
освещать,v,5081,B2,
более или менее,mwe,5082,B2,
висок,n,5083,B2,
поручение,n,5084,B2,
удовлетворять,v,5085,B2,
недостаточный,adj,5086,B2,
ласковый,adj,5087,B2,
смертельный,adj,5088,B2,
чрезвычайный,adj,5089,B2,
жилищный,adj,5090,b2,
огород,n,5091,b2,
секция,n,5092,B2,
защитный,adj,5093,B2,
абонент,n,5094,B2,
гвоздь,n,5095,B2,
пенсионный,adj,5096,B2,
запуск,n,5097,B2,
как обычно,mwe,5098,B2,
очерк,n,5099,B2,
равенство,n,5100,B2,
реконструкция,n,5101,B2,
яд,n,5102,B2,
обезьяна,n,5103,B2,
в особенности,mwe,5104,B2,
медный,adj,5105,B2,
встречный,adj,5106,B2,
фантастика,n,5107,B2,
сдерживать,v,5108,B2,
строитель,n,5109,B2,
представительство,n,5110,B2,
агрессивный,adj,5111,B2,
серебро,n,5112,B2,
базар,n,5113,B2,
кружок,n,5114,B2,
премьер,n,5115,b2,
полнота,n,5116,B2,
писаться,v,5117,B2,
звон,n,5118,B2,
презентация,n,5119,B2,
подключение,n,5120,B2,
жалость,n,5121,B2,
сердечный,adj,5122,B2,
конструктор,n,5123,B2,
колоссальный,adj,5124,B2,
параллельный,adv,5125,B2,
формулировка,n,5126,B2,
стимулировать,v,5127,B2,
территориальный,adj,5128,B2,
превращение,n,5129,B2,
традиционно,adv,5130,B2,
задница,n,5131,B2,
опускать,v,5132,B2,
имидж,n,5133,B2,
фактический,adj,5134,B2,
экспериментальный,adj,5135,B2,
содержимое,n,5136,B2,
цивилизованный,adj,5137,B2,
индустрия,n,5138,B2,
струя,n,5139,B2,
граната,n,5140,B2,
последовательный,adj,5141,B2,
измена,n,5142,B2,
нападать,v,5143,B2,
кабель,n,5144,B2,
изящный,adj,5145,B2,
относиться,v,5146,B2,
сжимать,v,5147,B2,
превосходить,v,5148,B2,
пение,n,5149,B2,
статуя,n,5150,B2,
монстр,n,5151,B2,
протягивать,v,5152,B2,
трезвый,adj,5153,B2,
беречь,v,5154,b2,
проводник,n,5155,B2,
проектирование,n,5156,B2,
нежность,n,5157,B2,
сынок,n,5158,b2,
тревожный,adj,5159,B2,
выживание,n,5160,B2,
стыд,n,5161,B2,
бабочка,n,5162,B2,
автономный,adj,5163,B2,
игнорировать,v,5164,B2,
пробка,n,5165,B2,
лень,n,5166,B2,
мрак,n,5167,B2,
восхищение,n,5168,B2,
совпадение,n,5169,B2,
биржа,n,5170,B2,
мотивация,n,5171,B2,
буржуазный,adj,5172,B2,
интуиция,n,5173,B2,
снижать,v,5174,B2,
отвращение,n,5175,B2,
исследовательский,adj,5176,B2,
ведьма,n,5177,B2,
условно,adv,5178,B2,
рвать,v,5179,B2,
ловушка,n,5180,B2,
обслуживать,v,5181,B2,
взятка,n,5182,B2,
оказание,n,5183,B2,
грандиозный,adj,5184,B2,
бормотать,v,5185,B2,
расстройство,n,5186,B2,
незнакомец,n,5187,B2,
овца,n,5188,B2,
валютный,adj,5189,B2,
промежуток,n,5190,B2,
сосна,n,5191,B2,
окрестность,n,5192,B2,
толчок,n,5193,B2,
оболочка,N,5194,B2,
вдвое,adv,5195,b2,
классификация,n,5196,B2,
отступление,n,5197,B2,
случайность,n,5198,B2,
функционировать,v,5199,B2,
разновидность,n,5200,B2,
интенсивный,adj,5201,B2,
пленный,n,5202,B2,
челюсть,n,5203,B2,
романтический,adj,5204,B2,
вмешиваться,v,5205,B2,
переворот,n,5206,B2,
бухгалтерский,adj,5207,B2,
ползти,v,5208,B2,
стереотип,n,5209,B2,
закономерность,n,5210,B2,
разрушать,v,5211,B2,
сумерки,n,5212,B2,
беженец,n,5213,B2,
диссертация,n,5214,B2,
заряд,n,5215,B2,
оправдание,n,5216,B2,
легкое,n,5217,B2,
очко,n,5218,B2,
агрессия,n,5219,B2,
сотрудничать,v,5220,B2,
профилактика,n,5221,B2,
групповой,adj,5222,B2,
крутиться,v,5223,B2,
вич,n,5224,B2,
подбирать,v,5225,B2,
занятость,n,5226,B2,
наполовину,adv,5227,b2,
дуть,v,5228,B2,
гибкий,adj,5229,B2,
мучиться,v,5230,B2,
выдерживать,v,5231,B2,
умолять,v,5232,B2,
графический,adj,5233,B2,
зад,n,5234,B2,
неподвижный,adj,5235,B2,
образованный,adj,5236,B2,
купол,n,5237,B2,
ласково,adv,5238,B2,
ввод,n,5239,B2,
олигарх,n,5240,B2,
путать,v,5241,B2,
эстетический,adj,5242,B2,
замечательно,adv,5243,B2,
ответный,adj,5244,B2,
излишний,adj,5245,B2,
ловко,adv,5246,b2,
матрица,n,5247,B2,
документация,n,5248,B2,
атом,n,5249,B2,
аналог,n,5250,B2,
жар,n,5251,b2,
повествование,n,5252,B2,
оппонент,n,5253,B2,
посредник,n,5254,B2,
зелень,n,5255,B2,
спид,n,5256,B2,
надежность,n,5257,B2,
разбирать,v,5258,B2,
заводить,v,5259,B2,
наполнять,v,5260,B2,
дипломат,n,5261,B2,
вертикальный,adj,5262,B2,
кушать,v,5263,B2,
модератор,n,5264,B2,
средневековый,adj,5265,B2,
при условии,mwe,5266,B2,
ирония,n,5267,B2,
осуждать,v,5268,B2,
славянский,adj,5269,B2,
вложение,n,5270,B2,
исчезновение,n,5271,B2,
склонность,n,5272,B2,
гордо,adv,5273,B2,
набережная,n,5274,B2,
магнитный,adj,5275,B2,
коммунальный,adj,5276,B2,
аппаратура,n,5277,B2,
ликвидировать,v,5278,B2,
злоба,n,5279,B2,
букет,n,5280,B2,
кассета,n,5281,B2,
оскорбление,n,5282,B2,
профсоюз,n,5283,B2,
кпк,n,5284,B2,
нарастать,v,5285,B2,
чувствительный,adj,5286,B2,
повторный,adj,5287,B2,
вздыхать,v,5288,B2,
критиковать,v,5289,B2,
пристально,adv,5290,B2,
проанализировать,v,5291,B2,
фундамент,n,5292,B2,
королевство,n,5293,B2,
оборачиваться,v,5294,B2,
внушать,v,5295,B2,
оправдывать,V,5296,B2,
порядочный,adj,5297,B2,
удивленно,adv,5298,B2,
настойчиво,adv,5299,B2,
олень,n,5300,B2,
удаляться,v,5301,B2,
расставаться,v,5302,B2,
злость,n,5303,B2,
жестокость,n,5304,B2,
показ,n,5305,B2,
ферма,n,5306,B2,
искра,n,5307,B2,
монополия,n,5308,B2,
оргазм,n,5309,B2,
вращаться,v,5310,B2,
кислород,n,5311,B2,
подозрительный,adj,5312,B2,
атрибут,n,5313,B2,
плавно,adv,5314,B2,
инстанция,n,5315,B2,
отмена,n,5316,B2,
крошечный,adj,5317,B2,
ниша,n,5318,B2,
роскошь,n,5319,B2,
удаление,n,5320,B2,
восстанавливать,v,5321,B2,
восхищаться,v,5322,B2,
кора,n,5323,B2,
криминальный,adj,5324,B2,
бедствие,n,5325,b2,
тяга,n,5326,B2,
рыбак,n,5327,B2,
скользить,v,5328,B2,
организованный,adj,5329,B2,
рычаг,n,5330,B2,
формально,adv,5331,B2,
заинтересованный,adj,5332,B2,
диаметр,n,5333,B2,
прикладной,adj,5334,B2,
аукцион,n,5335,B2,
проститутка,n,5336,B2,
месторождение,n,5337,B2,
фирменный,adj,5338,B2,
компромисс,n,5339,B2,
жилец,n,5340,B2,
грузинский,adj,5341,B2,
инновационный,ADJ,5342,B2,
воображать,v,5343,B2,
тематика,n,5344,B2,
розничный,adj,5345,B2,
сажать,v,5346,B2,
образ жизни,mwe,5347,B2,
бухгалтер,n,5348,B2,
преследование,n,5349,B2,
подбор,n,5350,B2,
совершаться,v,5351,B2,
спецслужба,n,5352,B2,
жопа,n,5353,b2,
комп,n,5354,B2,
загрузка,n,5355,B2,
галактика,n,5356,B2,
инфекция,n,5357,B2,
интерьер,n,5358,B2,
отделять,v,5359,B2,
предпринимать,v,5360,B2,
просторный,adj,5361,B2,
распространять,v,5362,B2,
всероссийский,adj,5363,B2,
петля,n,5364,B2,
статистический,adj,5365,B2,
медик,n,5366,B2,
намереваться,v,5367,B2,
трещина,n,5368,B2,
экспертный,adj,5369,B2,
продвигаться,v,5370,B2,
накопление,n,5371,B2,
престижный,adj,5372,B2,
скука,n,5373,B2,
шепот,n,5374,B2,
бесконечность,n,5375,B2,
если только,mwe,5376,B2,
тропинка,n,5377,B2,
шина,N,5378,B2,
нервничать,v,5379,B2,
наркоман,n,5380,B2,
продолжительный,adj,5381,B2,
беспорядок,n,5382,B2,
шпион,n,5383,B2,
снижаться,v,5384,B2,
кривой,adj,5385,B2,
ласка,n,5386,B2,
шедевр,n,5387,B2,
взамен,adv,5388,B2,
хлопать,v,5389,B2,
бак,n,5390,B2,
мировоззрение,n,5391,B2,
определенно,adv,5392,B2,
когда-либо,adv,5393,B2,
любовница,n,5394,B2,
фашизм,n,5395,B2,
вторичный,adj,5396,B2,
нейтральный,adj,5397,B2,
осматривать,v,5398,B2,
теоретически,adv,5399,B2,
грусть,n,5400,B2,
преданный,adj,5401,B2,
молчаливый,adj,5402,B2,
партизан,n,5403,B2,
излучение,n,5404,B2,
бренд,n,5405,B2,
хрупкий,adj,5406,B2,
вытаскивать,v,5407,b2,
сертификат,n,5408,B2,
адаптация,n,5409,B2,
дипломатический,adj,5410,B2,
фонтан,n,5411,B2,
шкала,n,5412,B2,
включаться,v,5413,B2,
основатель,n,5414,B2,
конкурентный,adj,5415,B2,
мониторинг,n,5416,B2,
патриарх,n,5417,B2,
преодолевать,v,5418,B2,
сообщаться,v,5419,B2,
предпринимательство,n,5420,B2,
хохотать,v,5421,B2,
в данный момент,mwe,5422,B2,
глоток,n,5423,B2,
благотворительный,adj,5424,B2,
недоверие,n,5425,B2,
организовывать,v,5426,B2,
ввп,ABBR,5427,B2,
конкурировать,v,5428,B2,
прикосновение,n,5429,B2,
кислота,N,5430,B2,
добывать,v,5431,B2,
проволока,n,5432,B2,
в ближайшее время,mwe,5433,B2,
как следует,mwe,5434,B2,
смущать,v,5435,B2,
на всякий случай,mwe,5436,B2,
моделирование,n,5437,B2,
обозначение,n,5438,B2,
поставлять,v,5439,B2,
математик,n,5440,B2,
сверх,adpos,5441,b2,
муравей,n,5442,B2,
провинциальный,adj,5443,B2,
жестко,adv,5444,B2,
исток,n,5445,B2,
коляска,n,5446,B2,
передвижение,n,5447,B2,
прогрессивный,adj,5448,B2,
впадать,v,5449,B2,
немой,adj,5450,B2,
раствор,n,5451,B2,
превосходный,adj,5452,B2,
возмущение,n,5453,B2,
ассортимент,n,5454,B2,
бегство,n,5455,B2,
выстрелить,v,5456,B2,
доводить,v,5457,B2,
ребро,n,5458,B2,
рецензия,n,5459,B2,
излагать,v,5460,B2,
толкование,n,5461,B2,
интервал,n,5462,B2,
тщательный,adj,5463,B2,
дополнительно,adv,5464,B2,
винт,n,5465,B2,
торопливо,adv,5466,B2,
православие,n,5467,B2,
затруднение,n,5468,B2,
нехватка,n,5469,B2,
устойчивость,n,5470,B2,
трястись,v,5471,B2,
такт,n,5472,B2,
обоснование,n,5473,B2,
примета,n,5474,B2,
почка,n,5475,B2,
предвыборный,adj,5476,B2,
клинический,adj,5477,B2,
новинка,n,5478,B2,
вознаграждение,n,5479,B2,
сбегать,v,5480,B2,
птичий,adj,5481,B2,
презрение,n,5482,B2,
возбуждать,v,5483,B2,
речевой,adj,5484,B2,
равнина,n,5485,b2,
секта,n,5486,B2,
горизонтальный,adj,5487,B2,
массаж,n,5488,B2,
обижать,v,5489,B2,
повестка,n,5490,B2,
катиться,v,5491,B2,
полярный,adj,5492,B2,
террор,n,5493,B2,
якорь,n,5494,B2,
уравнение,n,5495,B2,
горечь,n,5496,B2,
телесный,adj,5497,B2,
католический,adj,5498,B2,
месть,n,5499,B2,
продюсер,n,5500,B2,
архитектурный,adj,5501,B2,
гимназия,n,5502,B2,
банда,n,5503,B2,
даром,adv,5504,b2,
демократ,n,5505,b2,
помеха,n,5506,B2,
растеряться,v,5507,B2,
аплодисменты,n,5508,B2,
вероятный,adj,5509,B2,
безработица,n,5510,B2,
генетический,adj,5511,B2,
сочинять,v,5512,B2,
благосостояние,N,5513,B2,
пошлина,n,5514,B2,
снятие,n,5515,B2,
подвергать,v,5516,B2,
фальшивый,adj,5517,B2,
слушаться,v,5518,B2,
веселье,n,5519,B2,
жюри,n,5520,B2,
достоверный,adj,5521,B2,
пассивный,adj,5522,B2,
лечиться,v,5523,b2,
древность,n,5524,B2,
звучание,n,5525,b2,
ансамбль,n,5526,B2,
крохотный,adj,5527,B2,
метафора,n,5528,B2,
предательство,n,5529,B2,
резюме,n,5530,B2,
печень,n,5531,B2,
интенсивность,n,5532,B2,
таракан,n,5533,B2,
героический,adj,5534,B2,
преподавание,n,5535,B2,
старательно,adv,5536,B2,
предвидеть,v,5537,B2,
прижимать,v,5538,B2,
взнос,n,5539,B2,
глина,n,5540,B2,
трон,n,5541,B2,
пищевой,adj,5542,B2,
очаровательный,adj,5543,B2,
одобрение,n,5544,B2,
крючок,n,5545,B2,
квалифицированный,adj,5546,B2,
рыдать,v,5547,B2,
выяснять,v,5548,B2,
порошок,n,5549,B2,
узор,n,5550,B2,
дрожь,n,5551,B2,
трясти,v,5552,B2,
либерал,n,5553,B2,
новорожденный,n,5554,B2,
запускать,v,5555,B2,
преступность,n,5556,B2,
трансформация,n,5557,B2,
цензура,n,5558,B2,
мутный,adj,5559,B2,
многолетний,adj,5560,B2,
насквозь,adv,5561,B2,
неопределенный,adj,5562,B2,
шуба,n,5563,b2,
петух,n,5564,B2,
поблизости,adv,5565,B2,
компенсировать,v,5566,B2,
стрелок,n,5567,B2,
античный,adj,5568,B2,
убежище,n,5569,B2,
последовательно,adv,5570,B2,
проба,n,5571,B2,
визуальный,adj,5572,B2,
оцениваться,v,5573,B2,
драматический,adj,5574,B2,
нитка,n,5575,B2,
сдвиг,n,5576,B2,
массивный,adj,5577,B2,
нищета,n,5578,B2,
отправка,n,5579,B2,
к счастью,adv,5580,B2,
воздействовать,v,5581,B2,
дуб,n,5582,B2,
нарочно,adv,5583,B2,
синтез,n,5584,B2,
составной,adj,5585,B2,
задыхаться,v,5586,B2,
кристалл,n,5587,B2,
цвести,v,5588,B2,
переменная,n,5589,B2,
ведомость,n,5590,B2,
езда,n,5591,B2,
завершать,v,5592,B2,
избыток,n,5593,B2,
охотиться,v,5594,B2,
подчинение,n,5595,B2,
импорт,n,5596,B2,
возмещение,n,5597,B2,
механик,n,5598,B2,
взволновать,v,5599,B2,
освобождать,v,5600,B2,
гудеть,v,5601,B2,
динамический,adj,5602,B2,
контур,n,5603,B2,
ячейка,n,5604,B2,
моментально,adv,5605,B2,
базироваться,v,5606,B2,
обыск,n,5607,B2,
терпеливо,adv,5608,B2,
выбираться,v,5609,B2,
выигрыш,n,5610,B2,
каюта,n,5611,B2,
чувствительность,n,5612,B2,
конфигурация,n,5613,B2,
приказывать,v,5614,B2,
экспозиция,n,5615,B2,
ярмарка,n,5616,B2,
хроника,n,5617,B2,
библейский,adj,5618,B2,
техник,n,5619,B2,
инспекция,n,5620,B2,
откладывать,v,5621,B2,
лгать,v,5622,B2,
переходный,adj,5623,B2,
зрительный,adj,5624,B2,
предисловие,n,5625,B2,
вдохновение,n,5626,B2,
волшебник,n,5627,B2,
ошибочный,adj,5628,B2,
периодический,adj,5629,B2,
премьера,n,5630,B2,
унижение,n,5631,B2,
расширять,v,5632,B2,
банкир,n,5633,B2,
задолженность,n,5634,B2,
интеллигентный,adj,5635,B2,
гибнуть,v,5636,B2,
таять,v,5637,B2,
хит,n,5638,B2,
передвигаться,v,5639,B2,
тюремный,adj,5640,B2,
стаж,n,5641,B2,
фондовый,adj,5642,B2,
колдун,n,5643,B2,
погоня,n,5644,B2,
мех,n,5645,B2,
физиологический,adj,5646,B2,
подсчет,n,5647,B2,
рассыпаться,v,5648,B2,
автоматизация,n,5649,B2,
механика,n,5650,B2,
курорт,n,5651,B2,
погибать,v,5652,B2,
замкнутый,adj,5653,B2,
осторожность,n,5654,B2,
плач,n,5655,B2,
стенд,n,5656,B2,
хитрость,n,5657,B2,
инцидент,n,5658,B2,
осложнение,n,5659,B2,
рубить,v,5660,B2,
игла,n,5661,B2,
частичный,adj,5662,B2,
аллея,n,5663,b2,
хронический,adj,5664,B2,
алмаз,n,5665,B2,
индикатор,n,5666,B2,
побег,n,5667,B2,
молоток,n,5668,B2,
утонуть,v,5669,B2,
экология,n,5670,B2,
бюллетень,n,5671,B2,
отрицательно,adv,5672,b2,
пчела,n,5673,B2,
сталь,n,5674,B2,
отвлекать,v,5675,B2,
ускорение,n,5676,B2,
тотальный,adj,5677,B2,
самец,n,5678,B2,
налогообложение,n,5679,B2,
адресовать,v,5680,B2,
императорский,adj,5681,B2,
завоевание,n,5682,B2,
буржуазия,n,5683,B2,
жрать,v,5684,B2,
закупка,n,5685,B2,
отход,n,5686,B2,
шрифт,n,5687,B2,
предчувствие,n,5688,B2,
подвижный,adj,5689,B2,
восхождение,n,5690,B2,
сторож,n,5691,B2,
джип,n,5692,B2,
значок,n,5693,B2,
похвала,n,5694,B2,
литься,v,5695,B2,
поглощать,v,5696,B2,
приспособление,n,5697,B2,
увольнение,n,5698,b2,
пересекать,v,5699,B2,
пират,n,5700,B2,
социология,n,5701,B2,
прозвище,n,5702,B2,
хохот,n,5703,B2,
расспрашивать,v,5704,B2,
воспроизведение,n,5705,B2,
свадебный,adj,5706,B2,
аборт,n,5707,B2,
испуганно,adv,5708,b2,
задолго,adv,5709,B2,
ограда,n,5710,b2,
репрессия,n,5711,B2,
супружеский,adj,5712,B2,
обрыв,n,5713,B2,
сочетаться,v,5714,B2,
дефект,n,5715,B2,
емкость,n,5716,B2,
скрипка,n,5717,B2,
лирический,adj,5718,b2,
отрезок,n,5719,B2,
наказывать,v,5720,B2,
взаимосвязь,n,5721,B2,
диагностика,n,5722,B2,
кратко,adv,5723,b2,
понемногу,adv,5724,B2,
компетенция,n,5725,B2,
милосердие,n,5726,B2,
воспроизводить,v,5727,B2,
скелет,n,5728,B2,
свист,n,5729,B2,
привязывать,v,5730,B2,
сенатор,n,5731,B2,
отзываться,v,5732,B2,
на днях,adv,5733,B2,
отрицание,n,5734,B2,
приступать,v,5735,B2,
внутренне,adv,5736,B2,
предатель,n,5737,B2,
миграция,n,5738,B2,
пострадавший,n,5739,B2,
эротический,adj,5740,B2,
авто,n,5741,B2,
кучка,n,5742,B2,
мерседес,n prop,5743,B2,
издали,adv,5744,B2,
стройка,n,5745,B2,
безразличный,adj,5746,B2,
задерживаться,v,5747,b2,
мертвец,n,5748,B2,
сожалеть,v,5749,B2,
разногласие,n,5750,B2,
современность,n,5751,B2,
пришелец,n,5752,B2,
вытирать,v,5753,B2,
разворачиваться,v,5754,B2,
фермер,n,5755,B2,
жестоко,adv,5756,B2,
икра,n,5757,B2,
репортаж,n,5758,B2,
землетрясение,n,5759,B2,
казнить,v,5760,B2,
коррекция,n,5761,B2,
присоединяться,v,5762,B2,
тоталитарный,adj,5763,B2,
походка,n,5764,B2,
лебедь,n,5765,B2,
взаимодействовать,v,5766,B2,
устраиваться,v,5767,B2,
интеллигент,n,5768,B2,
кража,n,5769,B2,
тонуть,v,5770,B2,
доброволец,n,5771,B2,
уран,n,5772,B2,
незадолго,adv,5773,b2,
таможня,n,5774,B2,
клятва,n,5775,B2,
жук,n,5776,B2,
кличка,n,5777,B2,
императрица,n,5778,B2,
осваивать,v,5779,B2,
репетиция,n,5780,B2,
исправление,n,5781,B2,
рыбалка,n,5782,B2,
вычисление,n,5783,B2,
желаемый,adj,5784,B2,
небрежно,adv,5785,B2,
косметика,n,5786,B2,
проникновение,n,5787,B2,
крошка,n,5788,B2,
тусклый,adj,5789,B2,
вставлять,v,5790,B2,
нежелание,n,5791,B2,
терминология,n,5792,b2,
гормон,n,5793,B2,
помещать,v,5794,B2,
укреплять,v,5795,B2,
графика,n,5796,B2,
перевал,n,5797,B2,
паутина,n,5798,B2,
доминировать,v,5799,B2,
бессильный,adj,5800,B2,
полигон,n,5801,B2,
больничный,n,5802,B2,
журналистика,n,5803,B2,
претендент,n,5804,B2,
модификация,n,5805,B2,
прочность,n,5806,B2,
многократно,adv,5807,B2,
гусь,n,5808,B2,
кривая,n,5809,B2,
обмениваться,v,5810,B2,
ценовой,adj,5811,B2,
досуг,n,5812,B2,
царица,n,5813,B2,
вспомогательный,adj,5814,B2,
евросоюз,n prop,5815,B2,
облигация,n,5816,B2,
